Name,Entity Type,Externally Defined Format,Description
p_F29Apr19_100_R1.csv,,,"Corrected EEM for sample 29 April 2019, FCR, Site 100, Depth 0.1 m, Rep 1"
p_F29Apr19_101_R1.csv,,,"Corrected EEM for sample 29 April 2019, FCR, Site 101, Depth 0.1 m, Rep 1"
p_F29Apr19_102_R1.csv,,,"Corrected EEM for sample 29 April 2019, FCR, Site 102, Depth 0.1 m, Rep 1"
p_F29Apr19_20_R1.csv,,,"Corrected EEM for sample 29 April 2019, FCR, Site 20, Depth 0.1 m, Rep 1"
p_F29Apr19_200_R1.csv,,,"Corrected EEM for sample 29 April 2019, FCR, Site 200, Depth 0.1 m, Rep 1"
p_F29Apr19_30_R1.csv,,,"Corrected EEM for sample 29 April 2019, FCR, Site 30, Depth 0.1 m, Rep 1"
p_F29Apr19_45_R1.csv,,,"Corrected EEM for sample 29 April 2019, FCR, Site 45, Depth 0.1 m, Rep 1"
p_F29Apr19_50_R1.csv,,,"Corrected EEM for sample 29 April 2019, FCR, Site 50, Depth 0.1 m, Rep 1"
p_F29Apr19_99_R1.csv,,,"Corrected EEM for sample 29 April 2019, FCR, Site 99, Depth 0.1 m, Rep 1"
p_F29Jul19_5mR1_ReDL.csv,,,"Corrected EEM for sample 29 July 2019, FCR, Site 50, Depth 5.0 m, Rep 1, Dilution 1:2, Re-run"
p_F29Jul19_Inf_R1.csv,,,"Corrected EEM for sample 29 July 2019, FCR, Site 100, Depth 0.1 m, Rep 1"
p_F29Jul19_SurfR2_Dil.csv,,,"Corrected EEM for sample 29 July 2019, FCR, Site 50, Depth 0.1 m, Rep 2, Dilution 1:2"
p_F29Jul19_Wet_R1.csv,,,"Corrected EEM for sample 29 July 2019, FCR, Site 200, Depth 0.1 m, Rep 1"
p_F29Sep19_9R1_Dil.csv,,,"Corrected EEM for sample 2 September 2019, FCR, Site 50, Depth 9.0 m, Rep 1, Dilution 1:2 (NOT: 29 September 2019)"
p_F2Sep19_5R1_Dil.csv,,,"Corrected EEM for sample 2 September 2019, FCR, Site 50, Depth 5.0 m, Rep 1, Dilution 1:2"
p_F2Sep19_Inf_R1.csv,,,"Corrected EEM for sample 2 September 2019, FCR, Site 100, Depth 0.1 m, Rep 1"
p_F2Sep19_SurfR1_Dil.csv,,,"Corrected EEM for sample 2 September 2019, FCR, Site 50, Depth 0.1 m, Rep 1, Dilution 1:2"
p_F2Sep19_Wet_R2.csv,,,"Corrected EEM for sample 2 September 2019, FCR, Site 200, Depth 0.1 m, Rep 2"
p_F30Mar20_50_R2.csv,,,"Corrected EEM for sample 30 March 2020, FCR, Site 50, Depth 0.1 m, Rep 2"
p_F30May19_01_R2.csv,,,"Corrected EEM for sample 30 May 2019, FCR, Site 01, Depth 0.1 m, Rep 2"
p_F30May19_100_R2.csv,,,"Corrected EEM for sample 30 May 2019, FCR, Site 100, Depth 0.1 m, Rep 2"
p_F30May19_101_R2.csv,,,"Corrected EEM for sample 30 May 2019, FCR, Site 101, Depth 0.1 m, Rep 2"
p_F30May19_102_R1.csv,,,"Corrected EEM for sample 30 May 2019, FCR, Site 102, Depth 0.1 m, Rep 1"
p_F30May19_20_R1.csv,,,"Corrected EEM for sample 30 May 2019, FCR, Site 20, Depth 0.1 m, Rep 1"
p_F30May19_200_R2.csv,,,"Corrected EEM for sample 30 May 2019, FCR, Site 200, Depth 0.1 m, Rep 2"
p_F30May19_30_R2.csv,,,"Corrected EEM for sample 30 May 2019, FCR, Site 30, Depth 0.1 m, Rep 2"
p_F30May19_45_R1.csv,,,"Corrected EEM for sample 30 May 2019, FCR, Site 45, Depth 0.1 m, Rep 1"
p_F30May19_50_R1.csv,,,"Corrected EEM for sample 30 May 2019, FCR, Site 50, Depth 0.1 m, Rep 1"
p_F30May19_99_R2.csv,,,"Corrected EEM for sample 30 May 2019, FCR, Site 99, Depth 0.1 m, Rep 2"
p_F30Oct19_5m_R2.csv,,,"Corrected EEM for sample 30 October 2019, FCR, Site 50, Depth 5.0 m, Rep 2"
p_F30Oct19_9m_R2.csv,,,"Corrected EEM for sample 30 October 2019, FCR, Site 50, Depth 9.0 m, Rep 2"
p_F30Oct19_Surf_R1.csv,,,"Corrected EEM for sample 30 October 2019, FCR, Site 50, Depth 0.1 m, Rep 1"
p_F3Jun19_0.1mR2.csv,,,"Corrected EEM for sample 03 June 2019, FCR, Site 50, Depth 0.1 m, Rep 2"
p_F3Jun19_5.0mR1.csv,,,"Corrected EEM for sample 03 June 2019, FCR, Site 50, Depth 5.0 m, Rep 1"
p_F3Jun19_9m_R2_AH.csv,,,"Corrected EEM for sample 03 June 2019, FCR, Site 50, Depth 9.0 m, Rep 2"
p_F4Oct19_5.0R1.csv,,,"Corrected EEM for sample 04 October 2019, FCR, Site 50, Depth 5.0 m, Rep 1"
p_F4Oct19_9.0R1.csv,,,"Corrected EEM for sample 04 October 2019, FCR, Site 50, Depth 9.0 m, Rep 1"
p_F5Aug19_5R1.csv,,,"Corrected EEM for sample 05 August 2019, FCR, Site 50, Depth 5.0 m, Rep 1"
p_F5Aug19_Inf_R1.csv,,,"Corrected EEM for sample 05 August 2019, FCR, Site 100, Depth 0.1 m, Rep 1"
p_F5Aug19_SurfR1_Dil.csv,,,"Corrected EEM for sample 05 August 2019, FCR, Site 50, Depth 0.1 m, Rep 1, Dilution 1:2"
p_F5Aug19_Wet_R1.csv,,,"Corrected EEM for sample 05 August 2019, FCR, Site 200, Depth 0.1 m, Rep 1"
p_F6Jun19_Surf_R1.csv,,,"Corrected EEM for sample 06 June 2019, FCR, Site 50, Depth 0.1 m, Rep 1"
p_F8Jul19_0.1mR2_Dil.csv,,,"Corrected EEM for sample 08 July 2019, FCR, Site 50, Depth 0.1 m, Rep 2, Dilution 1:2"
p_F8Jul19_5mR1.csv,,,"Corrected EEM for sample 08 July 2019, FCR, Site 50, Depth 5.0 m, Rep 1"
p_F8Jul19_9.0mR1.csv,,,"Corrected EEM for sample 08 July 2019, FCR, Site 50, Depth 9.0 m, Rep 1"
p_F8Nov19_0.1R1.csv,,,"Corrected EEM for sample 08 November 2019, FCR, Site 50, Depth 0.1 m, Rep 1"
p_F8Nov19_100_R2.csv,,,"Corrected EEM for sample 08 November 2019, FCR, Site 100, Depth 0.1 m, Rep 2"
p_F8Nov19_5.0R2.csv,,,"Corrected EEM for sample 08 November 2019, FCR, Site 50, Depth 5.0 m, Rep 2"
p_F8Nov19_9.0R2.csv,,,"Corrected EEM for sample 08 November 2019, FCR, Site 50, Depth 9.0 m, Rep 2"
